1.094900,0.964500,0.991672,0.993448
1.198900,0.964500,0.991615,0.993427
1.303000,0.964500,1.003630,0.995428
1.303000,0.964500,1.028976,0.995992
1.407100,0.964500,1.049884,0.995148
1.407100,0.964500,1.073330,0.991748
1.407100,0.964500,1.097348,0.985192
1.407100,0.964500,1.115866,0.977455
1.511100,0.964500,1.135277,0.970707
1.511100,0.964500,1.160213,0.963007
1.511100,0.964500,1.183080,0.959401
1.511100,0.964500,1.206725,0.957175
1.511100,0.964500,1.230622,0.956596
1.615200,0.964500,1.259613,0.957736
1.615200,0.964500,1.283411,0.960207
1.615200,0.964500,1.302280,0.961721
1.615200,0.964500,1.326163,0.963300
1.719300,0.964500,1.349689,0.963642
1.719300,0.964500,1.375048,0.963810
1.719300,0.964500,1.389957,0.963080
1.719300,0.964500,1.404794,0.962277
1.719300,0.964500,1.413808,0.960933
1.719300,0.964500,1.424231,0.960351
1.823300,0.964500,1.435792,0.959463
1.823300,0.964500,1.446792,0.959186
1.823300,0.964500,1.455686,0.958995
1.823300,0.964500,1.465916,0.959866
1.823300,0.964500,1.472383,0.961465
1.823300,0.964500,1.481993,0.963035
1.823300,0.964500,1.489453,0.963934
1.823300,0.964500,1.498699,0.964939
1.823300,0.964500,1.507828,0.965933
1.823300,0.964500,1.518813,0.965920
1.823300,0.964500,1.524369,0.966115
1.927400,0.964500,1.529748,0.965476
1.927400,0.964500,1.530992,0.964395
1.927400,0.964500,1.536432,0.962591
1.927400,0.964500,1.539472,0.962545
1.927400,0.964500,1.546324,0.962334
1.927400,0.964500,1.550842,0.962291
1.927400,0.964500,1.556625,0.962901
1.927400,0.964500,1.559520,0.961818
1.927400,0.964500,1.562810,0.962984
1.927400,0.964500,1.562826,0.962959
1.927400,0.964500,1.562852,0.963001
1.927400,0.964500,1.562824,0.962937
1.927400,0.964500,1.562822,0.963002
1.927400,0.964500,1.562838,0.962958
1.927400,0.964500,1.562806,0.962969
1.927400,0.964500,1.562792,0.962933
1.927400,0.964500,1.562771,0.962966
1.927400,0.964500,1.562766,0.963003
1.927400,0.964500,1.562750,0.962975
1.927400,0.964500,1.562729,0.962996
1.927400,0.964500,1.562739,0.963023
1.927400,0.964500,1.562734,0.962994
1.927400,0.964500,1.562710,0.963025
1.927400,0.964500,1.562737,0.962924
1.927400,0.964500,1.562727,0.962982
1.927400,0.964500,1.562726,0.962960
1.927400,0.964500,1.562688,0.963034
1.927400,0.964500,1.562665,0.962936
1.927400,0.964500,1.562711,0.962983
1.927400,0.964500,1.562681,0.962971
1.927400,0.964500,1.562716,0.962967
1.927400,0.964500,1.562648,0.962911
1.927400,0.964500,1.562649,0.963013
1.927400,0.964500,1.562691,0.962985
1.927400,0.964500,1.562639,0.963008
1.927400,0.964500,1.565847,0.962845
1.927400,0.964500,1.568498,0.962838
1.927400,0.964500,1.568111,0.962816
1.927400,0.964500,1.572521,0.962656
1.927400,0.964500,1.580504,0.963482
1.927400,0.964500,1.589746,0.962748
1.927400,0.964500,1.600278,0.962923
1.927400,0.964500,1.610576,0.963275
1.927400,0.964500,1.621220,0.963528
1.927400,0.964500,1.628483,0.963273
2.031500,0.964500,1.637398,0.963335
2.031500,0.964500,1.647794,0.963506
2.031500,0.964500,1.660733,0.963698
2.031500,0.964500,1.667826,0.963737
2.031500,0.964500,1.674764,0.963559
2.031500,0.964500,1.681166,0.963994
2.031500,0.964500,1.689583,0.964120
2.031500,0.964500,1.696401,0.964185
2.031500,0.964500,1.698910,0.963588
2.031500,0.964500,1.705494,0.964776
2.031500,0.964500,1.709440,0.963173
