1.122400,3.225000,1.027388,3.258381
1.222700,3.233900,1.037387,3.257850
1.317300,3.263100,1.048823,3.257005
1.403100,3.310800,1.060484,3.256328
1.403100,3.310800,1.072152,3.256084
1.403100,3.310800,1.083807,3.256300
1.403100,3.310800,1.095430,3.256898
1.403100,3.310800,1.107005,3.257806
1.403100,3.310800,1.118520,3.258960
1.403100,3.310800,1.129962,3.260311
1.477500,3.375200,1.141536,3.261925
1.477500,3.375200,1.153044,3.263903
1.477500,3.375200,1.164469,3.266271
1.477500,3.375200,1.175805,3.268960
1.477500,3.375200,1.187056,3.271907
1.477500,3.375200,1.198219,3.275056
1.477500,3.375200,1.209292,3.278363
1.537600,3.454500,1.220424,3.281926
1.537600,3.454500,1.231432,3.285835
1.537600,3.454500,1.242292,3.290119
1.537600,3.454500,1.253010,3.294711
1.537600,3.454500,1.263602,3.299546
1.537600,3.454500,1.274076,3.304571
1.537600,3.454500,1.284441,3.309740
1.537600,3.454500,1.294697,3.315016
1.580700,3.547000,1.304990,3.320549
1.580700,3.547000,1.315096,3.326402
1.580700,3.547000,1.324979,3.332607
1.580700,3.547000,1.334659,3.339098
1.580700,3.547000,1.344162,3.345812
1.580700,3.547000,1.353506,3.352694
1.580700,3.547000,1.362708,3.359701
1.603100,3.646400,1.371856,3.366978
1.603100,3.646400,1.380744,3.374560
1.603100,3.646400,1.389330,3.382471
1.603100,3.646400,1.397651,3.390643
1.603100,3.646400,1.405746,3.399016
1.603100,3.646400,1.413647,3.407538
1.603100,3.646400,1.421380,3.416169
1.603100,3.646400,1.428963,3.424869
1.604000,3.745900,1.436467,3.433826
1.604000,3.745900,1.443662,3.443023
1.604000,3.745900,1.450500,3.452475
1.604000,3.745900,1.457027,3.462127
1.604000,3.745900,1.463292,3.471924
1.604000,3.745900,1.469336,3.481822
1.604000,3.745900,1.475190,3.491785
1.584400,3.842400,1.480887,3.501988
1.584400,3.842400,1.486215,3.512380
1.584400,3.842400,1.491125,3.522965
1.584400,3.842400,1.495679,3.533692
1.584400,3.842400,1.499936,3.544517
1.584400,3.842400,1.503947,3.555405
1.584400,3.842400,1.507753,3.566323
1.545600,3.932600,1.511349,3.577442
1.545600,3.932600,1.514540,3.588676
1.545600,3.932600,1.517279,3.600019
1.545600,3.932600,1.519636,3.611434
1.545600,3.932600,1.521678,3.622888
1.545600,3.932600,1.523465,3.634355
1.545600,3.932600,1.525043,3.645813
1.488600,4.013500,1.526372,3.657424
1.488600,4.013500,1.527274,3.669069
1.488600,4.013500,1.527706,3.680732
1.488600,4.013500,1.527744,3.692389
1.488600,4.013500,1.527461,3.704022
1.488600,4.013500,1.526922,3.715619
1.488600,4.013500,1.526177,3.727167
1.488600,4.013500,1.525268,3.738650
1.414500,4.081900,1.524105,3.750274
1.414500,4.081900,1.522526,3.761839
1.414500,4.081900,1.520484,3.773319
1.414500,4.081900,1.518057,3.784706
1.414500,4.081900,1.515322,3.795997
1.414500,4.081900,1.512345,3.807189
1.414500,4.081900,1.509179,3.818280
1.326000,4.134000,1.505706,3.829436
1.326000,4.134000,1.501809,3.840443
1.326000,4.134000,1.497452,3.851265
1.326000,4.134000,1.492719,3.861910
1.326000,4.134000,1.487689,3.872393
1.326000,4.134000,1.482429,3.882728
1.326000,4.134000,1.476994,3.892923
1.230700,4.165300,1.471249,3.903099
1.230700,4.165300,1.465124,3.913042
1.230700,4.165300,1.458592,3.922711
1.230700,4.165300,1.451734,3.932132
1.230700,4.165300,1.444621,3.941337
1.230700,4.165300,1.437317,3.950353
1.230700,4.165300,1.429871,3.959199
1.132600,4.175900,1.422135,3.967958
1.132600,4.175900,1.414081,3.976415
1.132600,4.175900,1.405692,3.984526
1.132600,4.175900,1.397039,3.992332
1.132600,4.175900,1.388185,3.999879
1.132600,4.175900,1.379184,4.007205
1.132600,4.175900,1.370082,4.014339
1.034900,4.166200,1.360718,4.021330
1.034900,4.166200,1.351105,4.027963
1.034900,4.166200,1.341238,4.034192
1.034900,4.166200,1.331174,4.040071
1.034900,4.166200,1.320969,4.045657
1.034900,4.166200,1.310666,4.050998
1.034900,4.166200,1.300303,4.056133
0.940900,4.136500,1.289712,4.061074
0.940900,4.136500,1.278952,4.065613
0.940900,4.136500,1.268023,4.069703
0.940900,4.136500,1.256973,4.073410
0.940900,4.136500,1.245843,4.076800
0.940900,4.136500,1.234666,4.079929
0.940900,4.136500,1.223473,4.082843
0.854000,4.087200,1.212097,4.085520
0.854000,4.087200,1.200634,4.087763
0.854000,4.087200,1.189098,4.089526
0.854000,4.087200,1.177520,4.090884
0.854000,4.087200,1.165928,4.091911
0.854000,4.087200,1.154344,4.092671
0.854000,4.087200,1.142785,4.093214
0.854000,4.087200,1.131271,4.093582
0.777400,4.020400,1.119590,4.093707
0.777400,4.020400,1.107920,4.093407
0.777400,4.020400,1.096285,4.092632
0.777400,4.020400,1.084700,4.091459
0.777400,4.020400,1.073178,4.089966
0.777400,4.020400,1.061726,4.088219
0.777400,4.020400,1.050355,4.086270
0.697600,3.965600,1.038875,4.084071
0.697600,3.965600,1.027462,4.081580
0.697600,3.965600,1.016126,4.078789
0.697600,3.965600,1.004868,4.075751
0.697600,3.965600,0.993683,4.072516
0.697600,3.965600,0.982571,4.069128
0.697600,3.965600,0.971533,4.065620
0.697600,3.965600,0.960575,4.062023
0.608500,3.933500,0.949496,4.058293
0.608500,3.933500,0.938446,4.054498
0.608500,3.933500,0.927421,4.050653
0.608500,3.933500,0.916423,4.046769
0.608500,3.933500,0.905453,4.042858
0.608500,3.933500,0.894516,4.038928
0.608500,3.933500,0.883619,4.034988
0.608500,3.933500,0.872772,4.031046
0.514500,3.924700,0.861778,4.027075
0.514500,3.924700,0.850756,4.023199
0.514500,3.924700,0.839701,4.019448
0.514500,3.924700,0.828623,4.015803
0.514500,3.924700,0.817534,4.012249
0.514500,3.924700,0.806448,4.008770
0.514500,3.924700,0.795378,4.005358
0.514500,3.924700,0.784340,4.002004
0.420500,3.939800,0.773128,3.998704
0.420500,3.939800,0.761863,3.995618
0.420500,3.939800,0.750543,3.992783
0.420500,3.939800,0.739185,3.990163
0.420500,3.939800,0.727809,3.987720
0.420500,3.939800,0.716431,3.985423
0.420500,3.939800,0.705070,3.983246
0.331200,3.979400,0.693558,3.981221
